CÓDIGO,NOME
Z43,ATENÇÃO A ORIFÍCIOS ARTIFICIAIS
Z44,COLOCAÇÃO E AJUSTAMENTO DE APARELHOS DE PRÓTESE EXTERNA
Z45,AJUSTAMENTO E MANUSEIO DE DISPOSITIVO IMPLANTADO
Z46,COLOCAÇÃO E AJUSTAMENTO DE OUTROS APARELHOS
Z47,OUTROS CUIDADOS DE SEGUIMENTO ORTOPÉDICO
Z48,OUTRO SEGUIMENTO CIRÚRGICO
Z49,CUIDADOS ENVOLVENDO DIÁLISE
Z50,CUIDADOS ENVOLVENDO O USO DE PROCEDIMENTOS DE REABILITAÇÃO
Z51,OUTROS CUIDADOS MÉDICOS
Z52,DOADORES DE ÓRGÃOS E TECIDOS
Z53,PESSOAS EM CONTATO COM SERVIÇOS DE SAÚDE PARA PROCEDIMENTOS ESPECÍFICOS NÃO REALIZADOS
Z54,CONVALESCENÇA
Z55,PROBLEMAS RELACIONADOS COM A EDUCAÇÃO E COM A ALFABETIZAÇÃO
Z56,PROBLEMAS RELACIONADOS COM O EMPREGO E COM O DESEMPREGO
Z57,EXPOSIÇÃO OCUPACIONAL A FATORES DE RISCO
Z58,PROBLEMAS RELACIONADOS COM O AMBIENTE FÍSICO
Z59,PROBLEMAS RELACIONADOS COM A HABITAÇÃO E COM AS CONDIÇÕES ECONÔMICAS
Z60,PROBLEMAS RELACIONADOS COM O MEIO SOCIAL
Z61,PROBLEMAS RELACIONADOS COM EVENTOS NEGATIVOS DE VIDA NA INFÂNCIA
Z62,OUTROS PROBLEMAS RELACIONADOS COM A EDUCAÇÃO DA CRIANÇA
Z63,OUTROS PROBLEMAS RELACIONADOS COM O GRUPO PRIMÁRIO DE APOIO, INCLUSIVE COM A SITUAÇÃO FAMILIAR
Z64,PROBLEMAS RELACIONADOS COM ALGUMAS OUTRAS CIRCUNSTÂNCIAS PSICOSSOCIAIS
Z65,PROBLEMAS RELACIONADOS COM OUTRAS CIRCUNSTÂNCIAS PSICOSSOCIAIS
Z70,ACONSELHAMENTO RELATIVO ÀS ATITUDES, COMPORTAMENTO E ORIENTAÇÃO EM MATÉRIA DE SEXUALIDADE
Z71,PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA OUTROS ACONSELHAMENTOS E CONSELHO MÉDICO, NÃO CLASSIFICADOS EM OUTRA PARTE
Z72,PROBLEMAS RELACIONADOS COM O ESTILO DE VIDA
Z73,PROBLEMAS RELACIONADOS COM A ORGANIZAÇÃO DE SEU MODO DE VIDA
Z74,PROBLEMAS RELACIONADOS COM A DEPENDÊNCIA DE UMA PESSOA QUE OFERECE CUIDADOS DE SAÚDE
Z75,PROBLEMAS RELACIONADOS COM AS FACILIDADES MÉDICAS E OUTROS CUIDADOS DE SAÚDE
Z76,PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS
Z80,HISTÓRIA FAMILIAR DE NEOPLASIA MALIGNA
Z81,HISTÓRIA FAMILIAR DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS
Z82,HISTÓRIA FAMILIAR DE ALGUMAS INCAPACIDADES E DOENÇAS CRÔNICAS QUE CONDUZEM A INCAPACITAÇÃO
Z83,HISTÓRIA FAMILIAR DE OUTROS TRANSTORNOS ESPECÍFICOS
Z84,HISTÓRIA FAMILIAR DE OUTRAS AFECÇÕES
Z85,HISTÓRIA PESSOAL DE NEOPLASIA MALIGNA
Z86,HISTÓRIA PESSOAL DE ALGUMAS OUTRAS DOENÇAS
Z87,HISTÓRIA PESSOAL DE OUTRAS DOENÇAS E AFECÇÕES
Z88,HISTÓRIA PESSOAL DE ALERGIA A DROGAS, MEDICAMENTOS E A SUBSTÂNCIAS BIOLÓGICAS
Z89,AUSÊNCIA ADQUIRIDA DE MEMBROS
Z90,AUSÊNCIA ADQUIRIDA DE ÓRGÃOS NÃO CLASSIFICADOS EM OUTRA PARTE
Z91,HISTÓRIA PESSOAL DE FATORES DE RISCO, NÃO CLASSIFICADOS EM OUTRA PARTE
Z92,HISTÓRIA PESSOAL DE TRATAMENTO MÉDICO
Z93,ORIFÍCIOS ARTIFICIAIS
Z94,ÓRGÃOS E TECIDOS TRANSPLANTADOS
Z95,PRESENÇA DE IMPLANTES E ENXERTOS CARDÍACOS E VASCULARES
Z96,PRESENÇA DE OUTROS IMPLANTES FUNCIONAIS
Z97,PRESENÇA DE OUTROS DISPOSITIVOS PROTÉTICOS
Z98,OUTROS ESTADOS PÓS-CIRÚRGICOS
Z99,DEPENDÊNCIA DE MÁQUINAS E DISPOSITIVOS CAPACITANTES, NÃO CLASSIFICADOS EM OUTRA PARTE
U04,SÍNDROME RESPIRATÓRIA AGUDA GRAVE [SEVERE ACUTE RESPIRATORY SYNDROME SARS]
U80,AGENTE RESISTENTE À PENICILINA E ANTIBIÓTICOS RELACIONADOS
U81,AGENTE RESISTENTE À VANCOMICINA E ANTIBIÓTICOS RELACIONADOS
U88,AGENTE RESISTENTE A MÚLTIPLOS ANTIBIÓTICOS
U89,AGENTE RESISTENTE A OUTROS ANTIBIÓTICOS E A ANTIBIÓTICOS NÃO ESPECIFICADOS
U99,CID 10ª REVISÃO NÃO DISPONÍVEL
